Product Category,Total Amount,stock,Date
SKU001,6,28,08-02-2025
SKU094,7,53,05-01-2025
SKU070,4,85,21-02-2025
SKU027,7,50,22-02-2025
SKU034,3,33,25-01-2025
SKU075,2,72,10-03-2025
SKU020,4,41,31-03-2025
SKU024,4,24,16-02-2025
SKU011,5,83,11-03-2025
SKU049,2,85,16-01-2025
SKU021,4,44,21-03-2025
SKU073,6,94,31-03-2025
SKU097,4,86,24-02-2025
SKU021,5,79,09-03-2025
SKU091,7,36,18-03-2025
SKU021,4,59,05-02-2025
SKU053,3,98,27-03-2025
SKU014,4,96,01-03-2025
SKU088,4,69,09-03-2025
SKU079,3,57,17-01-2025
SKU036,4,87,07-01-2025
SKU083,5,31,24-02-2025
SKU073,3,36,10-01-2025
SKU094,5,29,03-01-2025
SKU021,4,23,23-03-2025
SKU001,2,23,07-03-2025
SKU047,5,51,19-01-2025
SKU030,10,92,02-01-2025
SKU078,3,59,25-03-2025
SKU076,4,39,14-01-2025
SKU077,6,64,28-02-2025
SKU051,3,48,28-02-2025
SKU060,5,62,22-02-2025
SKU050,2,33,26-03-2025
SKU037,2,45,07-02-2025
SKU083,8,58,08-03-2025
SKU051,5,66,08-03-2025
SKU039,7,91,30-01-2025
SKU094,5,24,22-02-2025
SKU020,9,60,02-02-2025
SKU029,9,20,25-03-2025
SKU088,8,62,16-02-2025
SKU083,6,62,14-02-2025
SKU076,3,66,20-01-2025
SKU026,4,58,05-03-2025
SKU012,4,63,25-03-2025
SKU018,4,69,26-02-2025
SKU097,10,95,17-02-2025
SKU017,4,25,30-03-2025
SKU014,4,88,06-03-2025
SKU038,6,56,08-01-2025
SKU076,3,52,27-02-2025
SKU088,4,20,27-01-2025
SKU072,6,76,28-02-2025
SKU071,5,63,02-03-2025
SKU100,7,80,29-03-2025
SKU068,4,48,05-01-2025
SKU083,5,72,20-02-2025
SKU096,5,70,24-01-2025
SKU012,1,97,17-02-2025
SKU096,1,27,09-03-2025
SKU014,4,74,20-03-2025
SKU052,6,44,24-02-2025
SKU075,7,49,01-02-2025
SKU003,7,66,13-01-2025
SKU040,4,55,11-01-2025
SKU095,3,98,14-01-2025
SKU017,8,27,17-01-2025
SKU093,9,98,06-02-2025
SKU039,3,48,15-02-2025
SKU029,5,91,19-02-2025
SKU017,4,51,17-03-2025
SKU100,2,45,02-02-2025
SKU025,9,87,04-03-2025
SKU078,6,22,04-01-2025
SKU074,2,38,04-03-2025
SKU093,8,33,08-01-2025
SKU085,6,47,13-03-2025
SKU040,4,53,27-02-2025
SKU040,2,22,28-02-2025
SKU079,4,28,05-03-2025
SKU098,2,27,29-03-2025
SKU018,6,42,30-01-2025
SKU002,6,20,18-01-2025
SKU037,4,70,10-03-2025
SKU001,9,21,23-03-2025
SKU042,5,68,15-01-2025
SKU053,4,99,26-03-2025
SKU001,6,61,18-02-2025
SKU057,3,72,25-02-2025
SKU023,5,73,10-02-2025
SKU060,7,72,13-03-2025
SKU011,3,50,22-03-2025
SKU092,4,46,26-02-2025
SKU093,6,23,23-03-2025
SKU077,6,63,19-01-2025
SKU087,2,37,23-01-2025
SKU012,6,69,01-01-2025
SKU019,2,82,01-02-2025
SKU018,7,55,04-03-2025
SKU020,3,90,20-03-2025
SKU042,10,89,01-03-2025
SKU020,3,65,24-03-2025
SKU070,4,82,17-03-2025
SKU054,5,79,18-02-2025
SKU001,6,30,03-03-2025
SKU090,6,48,10-03-2025
SKU073,8,61,11-01-2025
SKU003,3,47,03-02-2025
SKU002,3,21,17-03-2025
SKU074,4,44,27-01-2025
SKU077,4,40,04-03-2025
SKU097,6,38,25-02-2025
SKU005,4,38,04-02-2025
SKU094,7,55,14-02-2025
SKU050,5,70,21-02-2025
SKU044,5,63,06-03-2025
SKU094,2,94,09-01-2025
SKU005,4,71,23-02-2025
SKU001,0,46,26-01-2025
SKU048,7,94,05-01-2025
SKU053,8,84,25-03-2025
SKU020,7,48,09-02-2025
SKU013,2,32,04-02-2025
SKU089,0,59,15-02-2025
SKU080,2,87,02-03-2025
SKU016,7,89,29-01-2025
SKU077,3,35,11-02-2025
SKU018,11,53,16-02-2025
SKU034,5,25,10-02-2025
SKU071,5,27,14-03-2025
SKU006,2,20,29-01-2025
SKU002,5,24,10-02-2025
SKU061,3,55,21-03-2025
SKU040,6,90,17-01-2025
SKU065,7,29,27-02-2025
SKU054,8,22,04-03-2025
SKU008,1,92,15-01-2025
SKU003,7,78,28-01-2025
SKU043,6,46,24-03-2025
SKU004,1,41,10-03-2025
SKU068,7,80,16-01-2025
SKU014,2,31,29-01-2025
SKU055,5,76,02-03-2025
SKU051,6,74,25-03-2025
SKU026,3,21,22-01-2025
SKU011,3,44,13-01-2025
SKU054,3,88,09-01-2025
SKU012,8,50,20-03-2025
SKU036,2,53,15-01-2025
SKU015,3,72,20-02-2025
SKU054,6,34,05-02-2025
SKU002,7,26,18-03-2025
SKU056,3,56,10-01-2025
SKU092,8,34,08-03-2025
SKU065,3,77,08-01-2025
SKU018,8,55,03-01-2025
SKU081,5,61,13-01-2025
SKU081,1,57,12-01-2025
SKU082,6,53,22-01-2025
SKU082,7,74,19-02-2025
SKU040,6,39,19-03-2025
SKU050,6,82,08-02-2025
SKU040,4,56,14-02-2025
SKU005,7,38,07-03-2025
SKU015,7,71,06-02-2025
SKU018,1,82,12-02-2025
SKU015,7,31,13-01-2025
SKU014,7,47,19-01-2025
SKU001,5,25,21-01-2025
SKU098,9,42,19-03-2025
SKU072,6,21,24-02-2025
SKU008,4,38,01-03-2025
SKU082,6,99,05-03-2025
SKU095,5,87,23-03-2025
SKU064,7,53,26-03-2025
SKU045,7,60,28-02-2025
SKU096,2,65,25-01-2025
SKU052,6,33,10-02-2025
SKU033,4,20,15-02-2025
SKU006,5,92,08-02-2025
SKU087,2,99,02-03-2025
SKU063,5,89,10-02-2025
SKU095,5,23,13-02-2025
SKU046,5,75,22-03-2025
SKU013,6,47,28-02-2025
SKU059,7,89,03-03-2025
SKU012,9,74,19-02-2025
SKU058,5,71,13-02-2025
SKU091,2,83,24-02-2025
SKU059,5,56,24-01-2025
SKU030,8,53,03-03-2025
SKU045,6,65,23-03-2025
SKU084,2,62,17-01-2025
SKU037,2,47,03-01-2025
SKU020,2,43,18-03-2025
SKU002,6,55,18-02-2025
SKU027,8,80,17-03-2025
SKU057,5,23,21-03-2025
SKU075,6,40,02-01-2025
SKU075,5,90,15-01-2025
SKU037,5,37,26-01-2025
SKU075,4,65,07-01-2025
SKU045,3,25,12-03-2025
SKU048,5,60,25-03-2025
SKU070,6,61,30-03-2025
SKU025,2,74,01-03-2025
SKU020,2,74,03-02-2025
SKU018,6,77,09-02-2025
SKU036,7,45,27-03-2025
SKU070,8,91,06-01-2025
SKU063,4,65,19-03-2025
SKU074,3,61,06-02-2025
SKU056,5,86,21-03-2025
SKU094,5,40,10-02-2025
SKU066,5,94,27-01-2025
SKU063,7,30,14-03-2025
SKU100,6,20,08-02-2025
SKU031,8,97,21-01-2025
SKU040,6,84,16-03-2025
SKU014,9,43,19-02-2025
SKU015,4,36,08-01-2025
SKU016,7,22,10-02-2025
SKU095,7,90,01-02-2025
SKU056,4,85,27-03-2025
SKU093,2,78,25-03-2025
SKU023,7,70,05-01-2025
SKU030,8,43,25-01-2025
SKU097,6,41,15-01-2025
SKU096,7,25,15-01-2025
SKU049,5,61,16-02-2025
SKU013,3,77,16-02-2025
SKU008,5,20,10-01-2025
SKU023,4,21,19-02-2025
SKU051,3,21,17-02-2025
SKU017,7,46,01-03-2025
SKU018,4,46,18-01-2025
SKU034,2,25,03-03-2025
SKU047,10,44,06-01-2025
SKU079,2,92,17-03-2025
SKU027,3,77,16-02-2025
SKU063,3,58,22-01-2025
SKU088,9,90,13-02-2025
SKU061,8,63,26-01-2025
SKU095,6,46,06-02-2025
SKU046,4,69,11-03-2025
SKU033,2,94,21-02-2025
SKU012,1,41,13-02-2025
SKU034,3,54,31-03-2025
SKU050,5,63,01-03-2025
SKU014,6,91,09-01-2025
SKU001,4,22,30-03-2025
SKU008,3,57,31-03-2025
SKU095,4,75,17-02-2025
SKU010,6,33,11-01-2025
SKU047,3,29,26-02-2025
SKU082,10,21,07-01-2025
SKU056,3,81,13-01-2025
SKU063,5,37,11-03-2025
SKU004,5,26,05-01-2025
SKU030,7,72,04-03-2025
SKU098,9,71,27-01-2025
SKU034,6,84,26-01-2025
SKU063,7,38,02-01-2025
SKU086,5,37,07-03-2025
SKU071,3,47,20-02-2025
SKU075,4,28,18-01-2025
SKU037,8,38,14-01-2025
SKU090,3,50,20-02-2025
SKU028,4,92,07-03-2025
SKU053,3,79,11-01-2025
SKU082,3,50,24-03-2025
SKU056,8,66,20-02-2025
SKU065,5,95,13-03-2025
SKU002,6,44,31-03-2025
SKU003,7,41,30-01-2025
SKU059,4,84,20-02-2025
SKU023,7,93,06-01-2025
SKU040,5,99,02-02-2025
SKU056,5,50,12-01-2025
SKU076,6,25,07-03-2025
SKU085,5,94,28-02-2025
SKU014,5,58,18-03-2025
SKU087,7,99,18-01-2025
SKU005,1,54,10-02-2025
SKU073,6,64,04-03-2025
SKU093,5,71,27-03-2025
SKU086,5,60,11-01-2025
SKU009,4,92,21-03-2025
SKU071,3,80,21-02-2025
SKU054,5,65,22-02-2025
SKU085,8,60,25-02-2025
SKU072,8,69,17-01-2025
SKU068,4,41,05-02-2025
SKU053,4,71,01-02-2025
SKU003,5,47,12-01-2025
SKU034,4,70,04-01-2025
SKU059,5,99,04-01-2025
SKU002,6,85,15-02-2025
SKU005,5,64,06-01-2025
SKU089,5,91,24-01-2025
SKU038,7,24,09-03-2025
SKU099,0,88,04-02-2025
SKU037,4,51,19-01-2025
SKU004,4,42,19-02-2025
SKU034,1,51,05-03-2025
SKU047,6,93,04-02-2025
SKU026,6,59,07-03-2025
SKU006,9,46,30-01-2025
SKU075,11,36,06-01-2025
SKU022,3,90,11-01-2025
SKU031,5,87,09-03-2025
SKU087,4,62,31-03-2025
SKU070,5,34,11-03-2025
SKU093,3,60,14-03-2025
SKU099,2,44,02-03-2025
SKU057,9,52,10-03-2025
SKU053,8,37,02-01-2025
SKU023,3,44,27-02-2025
SKU017,6,49,21-02-2025
SKU090,3,23,08-02-2025
SKU050,5,72,10-03-2025
SKU058,6,42,06-03-2025
SKU083,6,36,17-01-2025
SKU097,3,31,26-01-2025
SKU051,6,47,11-03-2025
SKU056,7,41,23-03-2025
SKU007,4,80,04-01-2025
SKU050,5,55,12-01-2025
SKU054,6,64,15-02-2025
SKU092,6,25,03-01-2025
SKU049,6,78,06-02-2025
SKU067,5,82,04-01-2025
SKU031,6,64,12-01-2025
SKU010,3,22,30-01-2025
SKU031,4,59,13-03-2025
SKU054,7,60,24-02-2025
SKU024,4,97,13-02-2025
SKU033,6,31,27-03-2025
SKU054,6,36,07-01-2025
SKU020,8,86,27-02-2025
SKU061,4,96,04-01-2025
SKU049,2,95,01-02-2025
SKU041,2,46,16-02-2025
SKU066,4,41,09-01-2025
SKU037,3,29,26-02-2025
SKU037,2,75,16-03-2025
SKU080,8,52,12-03-2025
SKU085,5,79,16-01-2025
SKU091,3,89,10-03-2025
SKU006,2,80,07-03-2025
SKU032,3,89,03-03-2025
SKU073,7,71,10-03-2025
SKU045,5,34,26-02-2025
SKU019,5,97,27-02-2025
SKU051,7,26,27-03-2025
SKU022,6,32,21-01-2025
SKU049,5,93,30-01-2025
SKU050,6,82,27-02-2025
SKU078,4,28,16-02-2025
SKU091,5,58,08-02-2025
SKU090,4,48,09-03-2025
SKU052,5,65,15-02-2025
SKU062,4,89,28-03-2025
SKU046,9,98,21-03-2025
SKU046,9,72,17-03-2025
SKU064,6,47,16-02-2025
SKU057,8,90,19-02-2025
SKU031,5,45,12-03-2025
SKU002,5,22,08-01-2025
SKU047,4,38,26-03-2025
SKU084,1,90,04-02-2025
SKU039,6,43,18-01-2025
SKU017,3,92,11-03-2025
SKU058,3,54,19-01-2025
SKU025,5,41,14-01-2025
SKU039,10,68,14-02-2025
SKU088,7,74,04-01-2025
SKU058,4,76,11-01-2025
SKU051,2,60,04-03-2025
SKU044,7,40,14-03-2025
SKU033,4,52,26-02-2025
SKU022,4,26,27-01-2025
SKU018,5,61,13-03-2025
SKU080,9,29,06-03-2025
SKU007,8,35,05-02-2025
SKU070,3,54,26-01-2025
SKU067,4,26,21-01-2025
SKU013,6,95,05-03-2025
SKU016,7,38,09-02-2025
SKU048,3,86,11-02-2025
SKU017,7,30,04-02-2025
SKU015,4,71,10-01-2025
SKU097,6,45,11-01-2025
SKU003,7,84,14-03-2025
SKU099,5,43,17-02-2025
SKU002,9,74,30-03-2025
SKU004,9,38,13-01-2025
SKU080,3,66,06-02-2025
SKU034,9,41,15-01-2025
SKU059,7,77,29-03-2025
SKU056,5,41,06-01-2025
SKU094,6,78,20-01-2025
SKU062,4,73,14-01-2025
SKU086,8,87,09-01-2025
SKU050,3,54,11-03-2025
SKU013,6,68,25-02-2025
SKU055,4,66,16-02-2025
SKU047,7,28,31-01-2025
SKU076,2,58,06-01-2025
SKU023,2,72,27-03-2025
SKU048,4,45,09-03-2025
SKU084,8,52,22-03-2025
SKU005,1,48,12-02-2025
SKU075,8,51,13-03-2025
SKU091,6,60,05-02-2025
SKU037,6,39,09-03-2025
SKU062,2,97,19-02-2025
SKU039,5,72,02-01-2025
SKU007,5,57,12-02-2025
SKU071,9,54,11-03-2025
SKU042,5,84,27-03-2025
SKU007,6,99,08-01-2025
SKU054,9,84,13-02-2025
SKU060,3,26,14-03-2025
SKU036,5,61,30-01-2025
SKU037,1,68,23-01-2025
SKU074,5,45,11-02-2025
SKU042,7,48,04-03-2025
SKU024,3,32,25-02-2025
SKU049,6,79,05-02-2025
SKU097,4,70,08-02-2025
SKU026,7,28,12-02-2025
SKU048,4,91,17-02-2025
SKU070,6,80,09-01-2025
SKU007,2,30,30-03-2025
SKU076,3,61,21-02-2025
SKU034,5,84,18-03-2025
SKU034,5,71,04-03-2025
SKU040,4,52,26-03-2025
SKU023,3,87,21-01-2025
SKU080,8,40,05-02-2025
SKU040,4,99,14-01-2025
SKU063,7,50,17-02-2025
SKU044,5,38,24-01-2025
SKU003,9,83,15-01-2025
SKU095,5,30,01-01-2025
SKU053,2,55,05-03-2025
SKU062,11,38,17-03-2025
SKU011,4,80,24-02-2025
SKU015,6,48,03-01-2025
SKU072,7,87,04-01-2025
SKU088,3,33,24-01-2025
SKU093,2,79,12-03-2025
SKU040,6,96,23-03-2025
SKU040,3,41,30-03-2025
SKU029,6,70,24-01-2025
SKU050,5,87,02-03-2025
SKU038,4,77,18-03-2025
SKU044,7,99,15-02-2025
SKU047,3,45,10-03-2025
SKU044,5,25,14-02-2025
SKU004,4,31,18-03-2025
SKU053,5,36,15-02-2025
SKU045,2,98,30-01-2025
SKU074,3,95,10-01-2025
SKU091,2,99,15-01-2025
SKU012,8,61,25-02-2025
SKU053,3,49,16-02-2025
SKU001,3,44,23-01-2025
SKU026,5,45,07-02-2025
SKU037,4,76,11-02-2025
SKU038,4,71,11-01-2025
SKU067,8,31,01-02-2025
SKU097,6,84,07-02-2025
SKU056,5,55,25-01-2025
SKU043,2,43,08-01-2025
SKU050,8,31,05-01-2025
SKU024,3,29,20-02-2025
SKU008,3,36,15-03-2025
SKU082,9,92,20-01-2025
SKU058,3,61,25-03-2025
SKU092,9,29,15-01-2025
SKU085,1,86,06-03-2025
SKU010,0,55,22-03-2025
SKU036,7,75,28-03-2025
SKU065,4,99,04-03-2025
SKU007,8,88,03-02-2025
SKU061,2,63,10-02-2025
SKU054,3,39,27-03-2025
SKU065,6,53,08-03-2025
SKU037,2,82,06-02-2025
SKU045,7,91,25-03-2025
SKU050,6,60,02-01-2025
SKU062,4,46,05-01-2025
SKU046,7,85,15-03-2025
SKU037,8,27,25-01-2025
SKU042,8,21,03-02-2025
SKU100,4,27,05-01-2025
SKU074,4,40,01-03-2025
SKU068,12,39,27-03-2025
SKU081,5,38,31-03-2025
SKU053,5,86,16-03-2025
SKU072,4,86,06-02-2025
SKU099,5,78,20-03-2025
SKU029,3,49,29-01-2025
SKU009,6,26,14-01-2025
SKU070,3,30,08-03-2025
SKU084,8,93,23-02-2025
SKU002,5,25,08-02-2025
SKU089,6,90,18-01-2025
SKU021,5,51,10-01-2025
SKU008,8,38,13-02-2025
SKU048,9,26,16-03-2025
SKU045,6,75,11-01-2025
SKU077,3,73,01-03-2025
SKU057,5,22,13-02-2025
SKU040,7,43,11-03-2025
SKU068,6,63,17-02-2025
SKU009,1,67,15-02-2025
SKU050,3,69,04-03-2025
SKU049,8,73,12-02-2025
SKU010,5,74,05-01-2025
SKU083,4,44,15-01-2025
SKU044,4,65,06-01-2025
SKU069,1,91,06-01-2025
SKU048,6,82,07-02-2025
SKU047,2,40,23-01-2025
SKU015,7,39,16-03-2025
SKU013,5,65,01-03-2025
SKU068,5,21,20-03-2025
SKU075,7,67,14-01-2025
SKU096,14,66,21-02-2025
SKU008,5,49,29-03-2025
SKU014,8,72,14-03-2025
SKU001,3,33,15-02-2025
SKU092,4,98,28-01-2025
SKU063,4,37,10-03-2025
SKU068,5,41,04-03-2025
SKU001,5,55,25-01-2025
SKU025,5,54,02-01-2025
SKU050,10,72,06-03-2025
SKU061,3,92,17-02-2025
SKU002,4,24,27-02-2025
SKU006,6,66,16-01-2025
SKU059,2,62,30-03-2025
SKU002,6,22,25-02-2025
SKU021,7,91,22-03-2025
SKU034,9,39,10-03-2025
SKU078,8,69,29-01-2025
SKU075,4,40,01-03-2025
SKU084,1,79,20-02-2025
SKU022,3,57,19-03-2025
SKU081,3,41,27-02-2025
SKU081,6,64,10-01-2025
SKU082,3,35,19-01-2025
SKU011,8,36,19-01-2025
SKU013,3,61,15-03-2025
SKU015,8,82,19-03-2025
SKU004,4,43,05-02-2025
SKU001,4,50,28-02-2025
SKU069,4,94,26-03-2025
SKU011,5,45,25-01-2025
SKU046,6,61,03-02-2025
SKU014,9,77,27-03-2025
SKU094,7,37,19-02-2025
SKU083,4,33,06-02-2025
SKU069,7,70,16-03-2025
SKU006,4,23,26-02-2025
SKU072,8,48,10-02-2025
SKU044,5,74,13-03-2025
SKU082,6,50,04-02-2025
SKU031,6,76,21-03-2025
SKU030,7,67,06-02-2025
SKU025,1,64,16-03-2025
SKU042,5,45,25-01-2025
SKU006,5,28,13-03-2025
SKU008,3,35,09-01-2025
SKU037,4,34,10-02-2025
SKU080,4,21,28-02-2025
SKU048,8,94,23-02-2025
SKU027,3,31,12-03-2025
SKU036,5,91,15-03-2025
SKU073,3,40,09-01-2025
SKU031,6,98,23-02-2025
SKU027,4,82,02-02-2025
SKU016,6,65,21-02-2025
SKU031,6,94,10-03-2025
SKU018,1,83,01-02-2025
SKU019,4,23,27-03-2025
SKU011,8,62,06-02-2025
SKU047,5,49,08-01-2025
SKU070,2,76,10-01-2025
SKU048,3,25,19-03-2025
SKU052,5,58,31-01-2025
SKU080,4,58,26-02-2025
SKU074,4,20,12-01-2025
SKU048,8,39,27-03-2025
SKU068,7,77,26-02-2025
SKU035,5,20,16-03-2025
SKU037,2,85,23-03-2025
SKU021,4,72,13-02-2025
SKU030,5,43,06-01-2025
SKU086,10,82,26-03-2025
SKU025,6,45,19-03-2025
SKU003,5,62,21-02-2025
SKU046,4,27,16-02-2025
SKU052,5,97,02-02-2025
SKU014,5,52,19-03-2025
SKU023,4,89,19-03-2025
SKU065,5,53,23-03-2025
SKU066,2,87,20-02-2025
SKU069,3,85,05-01-2025
SKU088,4,82,03-01-2025
SKU040,6,39,18-02-2025
SKU085,4,50,25-01-2025
SKU079,6,38,06-02-2025
SKU099,7,27,14-01-2025
SKU031,5,53,22-01-2025
SKU089,4,49,08-02-2025
SKU032,5,35,28-03-2025
SKU016,5,31,17-03-2025
SKU015,2,37,22-01-2025
SKU039,6,43,17-01-2025
SKU013,9,55,28-03-2025
SKU089,3,26,31-03-2025
SKU049,9,26,21-02-2025
SKU063,11,49,18-03-2025
SKU013,1,27,03-02-2025
SKU096,6,64,08-03-2025
SKU050,4,73,27-03-2025
SKU085,7,37,02-02-2025
SKU057,8,68,21-01-2025
SKU001,8,41,30-01-2025
SKU082,2,79,14-03-2025
SKU029,8,24,05-01-2025
SKU063,3,43,13-02-2025
SKU072,11,79,25-03-2025
SKU034,3,80,14-01-2025
SKU072,1,70,15-01-2025
SKU034,6,42,08-01-2025
SKU091,3,23,14-03-2025
SKU005,6,39,02-02-2025
SKU029,5,29,17-01-2025
SKU003,3,55,20-03-2025
SKU005,4,63,22-02-2025
SKU010,6,55,12-03-2025
SKU042,4,72,17-03-2025
SKU049,8,32,13-02-2025
SKU018,4,37,02-01-2025
SKU015,4,64,12-02-2025
SKU019,2,30,29-03-2025
SKU035,4,30,27-02-2025
SKU073,9,48,26-01-2025
SKU017,5,38,29-03-2025
SKU076,6,40,12-03-2025
SKU063,4,52,30-03-2025
SKU024,7,26,10-01-2025
SKU022,0,86,25-03-2025
SKU003,5,47,21-01-2025
SKU031,3,31,02-02-2025
SKU036,7,92,25-01-2025
SKU019,7,90,18-03-2025
SKU079,2,74,13-01-2025
SKU001,5,91,06-02-2025
SKU059,5,42,21-03-2025
SKU025,4,58,28-01-2025
SKU085,8,39,11-02-2025
SKU031,6,37,27-02-2025
SKU035,3,77,26-01-2025
SKU039,3,75,04-01-2025
SKU057,5,81,23-02-2025
SKU082,2,25,24-02-2025
SKU045,7,89,14-01-2025
SKU028,7,25,01-03-2025
SKU031,6,43,03-02-2025
SKU064,8,31,17-01-2025
SKU063,5,44,12-03-2025
SKU085,4,58,24-01-2025
SKU034,7,71,01-01-2025
SKU083,5,58,04-02-2025
SKU076,9,93,31-03-2025
SKU071,5,61,06-01-2025
SKU030,5,41,05-03-2025
SKU084,3,54,02-02-2025
SKU014,5,78,15-01-2025
SKU018,3,59,02-02-2025
SKU079,4,59,16-03-2025
SKU042,2,92,15-02-2025
SKU066,4,67,02-01-2025
SKU039,1,95,27-01-2025
SKU032,1,45,29-03-2025
SKU052,3,99,21-01-2025
SKU073,4,97,29-03-2025
SKU002,6,48,20-02-2025
SKU063,8,25,15-01-2025
SKU021,3,31,28-03-2025
SKU027,5,45,15-02-2025
SKU005,1,67,12-01-2025
SKU019,7,51,10-01-2025
SKU061,4,51,06-03-2025
SKU027,5,74,14-01-2025
SKU074,8,92,28-01-2025
SKU011,5,52,03-01-2025
SKU024,5,41,19-02-2025
SKU057,7,65,03-01-2025
SKU022,3,36,20-02-2025
SKU018,7,89,07-02-2025
SKU053,7,44,17-02-2025
SKU045,6,89,27-02-2025
SKU095,2,48,25-02-2025
SKU087,8,38,10-01-2025
SKU046,5,73,01-02-2025
SKU015,2,73,06-03-2025
SKU004,2,30,25-03-2025
SKU084,5,55,08-01-2025
SKU069,6,97,21-01-2025
SKU011,4,38,28-03-2025
SKU063,5,34,27-02-2025
SKU017,6,91,24-01-2025
SKU002,9,70,31-01-2025
SKU030,9,86,29-03-2025
SKU078,5,40,17-02-2025
SKU025,4,23,21-02-2025
SKU045,7,64,10-01-2025
SKU012,5,80,16-02-2025
SKU006,7,29,03-03-2025
SKU062,3,62,18-03-2025
SKU025,7,34,16-02-2025
SKU065,1,50,26-03-2025
SKU074,4,30,15-01-2025
SKU098,5,24,01-03-2025
SKU081,3,87,11-02-2025
SKU027,3,49,15-03-2025
SKU005,6,88,15-03-2025
SKU089,8,34,27-03-2025
SKU042,3,64,08-01-2025
SKU023,4,98,15-02-2025
SKU071,6,79,10-02-2025
SKU077,4,86,10-02-2025
SKU077,3,62,08-02-2025
SKU078,4,20,04-02-2025
SKU100,7,29,28-01-2025
SKU027,3,95,07-02-2025
SKU088,3,81,23-01-2025
SKU033,5,66,01-01-2025
SKU035,5,67,18-01-2025
SKU078,5,66,14-02-2025
SKU039,9,31,24-02-2025
SKU060,6,64,01-03-2025
SKU064,7,36,20-03-2025
SKU036,2,42,31-01-2025
SKU026,6,54,28-03-2025
SKU047,6,46,24-01-2025
SKU038,5,35,23-03-2025
SKU039,8,93,31-03-2025
SKU034,5,42,06-02-2025
SKU068,2,92,09-03-2025
SKU007,8,73,25-03-2025
SKU005,5,36,24-03-2025
SKU053,10,45,09-03-2025
SKU066,5,78,19-01-2025
SKU019,5,36,14-03-2025
SKU056,5,57,13-03-2025
SKU095,4,64,12-03-2025
SKU070,0,82,25-01-2025
SKU084,6,39,02-01-2025
SKU060,4,36,26-03-2025
SKU035,4,84,25-01-2025
SKU031,8,61,24-03-2025
SKU015,7,34,12-03-2025
SKU067,4,89,18-03-2025
SKU053,3,73,18-02-2025
SKU031,4,69,27-01-2025
SKU084,3,93,23-03-2025
SKU016,5,45,11-01-2025
SKU007,4,53,17-01-2025
SKU080,4,60,09-02-2025
SKU011,4,51,10-02-2025
SKU032,5,51,20-03-2025
SKU006,5,70,12-01-2025
SKU067,2,32,17-01-2025
SKU068,8,93,29-01-2025
SKU032,10,48,03-01-2025
SKU009,3,58,08-03-2025
SKU031,4,67,05-01-2025
SKU091,0,53,24-03-2025
SKU043,4,22,04-02-2025
SKU061,4,80,19-02-2025
SKU006,6,50,03-01-2025
SKU013,5,98,28-01-2025
SKU051,7,76,06-02-2025
SKU001,4,62,02-02-2025
SKU044,6,71,23-01-2025
SKU024,5,92,23-01-2025
SKU045,6,37,05-02-2025
SKU053,5,84,10-03-2025
SKU052,2,32,28-03-2025
SKU005,7,30,04-03-2025
SKU063,6,29,20-01-2025
SKU089,3,95,28-01-2025
SKU044,3,84,20-01-2025
SKU052,5,79,19-01-2025
SKU094,8,20,31-03-2025
SKU081,5,53,10-03-2025
SKU067,6,37,15-01-2025
SKU029,6,68,18-03-2025
SKU046,7,56,27-02-2025
SKU016,6,65,14-01-2025
SKU084,3,80,21-01-2025
SKU089,5,87,28-03-2025
SKU059,4,50,10-01-2025
SKU032,3,94,18-02-2025
SKU090,3,33,17-02-2025
SKU071,7,31,09-02-2025
SKU011,4,41,01-03-2025
SKU039,2,59,23-03-2025
SKU038,5,93,16-03-2025
SKU002,2,34,03-03-2025
SKU099,7,86,06-01-2025
SKU028,6,77,02-03-2025
SKU088,7,91,26-01-2025
SKU006,7,95,20-03-2025
SKU021,5,37,30-03-2025
SKU007,3,85,05-01-2025
SKU020,3,78,08-01-2025
SKU062,6,28,13-01-2025
SKU064,6,99,09-02-2025
SKU009,9,25,16-01-2025
SKU078,5,64,03-03-2025
SKU066,2,48,06-02-2025
SKU009,4,33,11-01-2025
SKU050,6,42,06-01-2025
SKU087,1,29,16-01-2025
SKU048,4,28,13-03-2025
SKU029,8,86,23-03-2025
SKU087,5,94,27-01-2025
SKU041,2,86,21-01-2025
SKU039,5,27,29-03-2025
SKU002,2,93,21-01-2025
SKU032,5,52,14-01-2025
SKU044,3,93,11-03-2025
SKU099,1,81,26-01-2025
SKU066,2,24,06-01-2025
SKU026,3,21,17-02-2025
SKU083,5,74,22-01-2025
SKU043,6,62,27-02-2025
SKU060,5,76,01-02-2025
SKU060,8,40,06-02-2025
SKU049,3,23,23-02-2025
SKU087,3,56,24-01-2025
SKU006,8,96,14-02-2025
SKU007,6,97,13-02-2025
SKU012,6,47,08-01-2025
SKU026,8,60,05-02-2025
SKU084,6,52,05-01-2025
SKU046,4,27,25-02-2025
SKU047,4,54,02-01-2025
SKU018,4,37,27-03-2025
SKU075,6,40,04-03-2025
SKU066,7,57,16-03-2025
SKU068,3,26,26-01-2025
SKU078,5,72,28-02-2025
SKU080,6,56,23-03-2025
SKU040,5,49,23-02-2025
SKU085,4,73,29-01-2025
SKU073,3,44,15-02-2025
SKU078,6,62,29-03-2025
SKU081,2,30,17-01-2025
SKU062,5,56,27-03-2025
SKU001,4,31,22-01-2025
SKU088,6,86,02-02-2025
SKU005,2,28,04-01-2025
